Op,Format,ABLayout,CTAGroup,Collector,M,N,K,PipelineDepth,Cycles,CyclesPerMMA,FLOPsPerCycle
WS,S8,TS,1,reuse,64,128,32,256,8319917,32.4997,16132.087373114215
WS,S8,TS,1,reuse,64,128,32,512,16511871,32.2497,16257.143477303667
WS,S8,TS,1,reuse,64,256,32,32,2166391,67.6997,15488.635843290294
WS,S8,TS,1,reuse,64,256,32,64,4214391,65.8499,15923.729572861917
WS,S8,TS,1,reuse,64,256,32,128,8310668,64.9271,16150.05136530047
WS,S8,TS,1,reuse,64,256,32,256,16511442,64.4978,16257.546769037084
WS,S8,TS,1,reuse,64,256,32,512,32895866,64.2497,16320.325231090572
WS,S8,TS,1,reuse,128,64,32,32,1140389,35.6372,14711.81798794518
WS,S8,TS,1,reuse,128,64,32,64,2164389,33.8186,15502.948081824794
WS,S8,TS,1,reuse,128,64,32,128,4212389,32.9093,15931.30209393697
WS,S8,TS,1,reuse,128,64,32,256,8317811,32.4914,16136.208350517369
WS,S8,TS,1,reuse,128,64,32,512,16509813,32.2457,16259.16013608016
WS,S8,TS,1,reuse,128,128,32,32,2164017,67.6255,15505.630272604269
WS,S8,TS,1,reuse,128,128,32,64,4212017,65.8128,15932.706099725283
WS,S8,TS,1,reuse,128,128,32,128,8308757,64.9122,16153.75846142944
WS,S8,TS,1,reuse,128,128,32,256,16508943,64.4881,16259.992153591127
WS,S8,TS,1,reuse,128,128,32,512,32892943,64.244,16321.773239524313
WS,S8,TS,1,reuse,128,256,32,32,4212389,131.6372,15931.30209393697
WS,S8,TS,1,reuse,128,256,32,64,8308883,129.8263,16153.522052157383
WS,S8,TS,1,reuse,128,256,32,128,16500883,128.9131,16267.951046092292
WS,S8,TS,1,reuse,128,256,32,256,32893811,128.4914,16321.341350471705
WS,S8,TS,1,reuse,128,256,32,512,65661811,128.2457,16352.610652832805
WS,F4,SS,1,reuse,32,64,64,64,1089265,17.0198,15402.296149190943
WS,F4,SS,1,reuse,32,64,64,128,2049265,16.0099,16373.868668761206
WS,F4,SS,1,reuse,32,64,64,256,3978689,15.5418,16867.02955899574
WS,F4,SS,1,reuse,32,64,64,512,7816829,15.2672,17170.404527352755
WS,F4,SS,1,reuse,32,64,64,1024,15524534,15.1607,17291.022182353056
WS,F4,SS,1,reuse,32,128,64,64,1297390,20.2717,25863.05045950759
WS,F4,SS,1,reuse,32,128,64,128,2449390,19.1359,27398.13648691726
WS,F4,SS,1,reuse,32,128,64,256,4762814,18.6047,28180.40602643418
WS,F4,SS,1,reuse,32,128,64,512,9370205,18.3012,28647.738946080037
WS,F4,SS,1,reuse,32,128,64,1024,18611742,18.1755,28845.863937718357
WS,F4,SS,1,reuse,32,256,64,64,2213265,34.5823,30321.175861640208
WS,F4,SS,1,reuse,32,256,64,128,4261265,33.2911,31497.18693584772
WS,F4,SS,1,reuse,32,256,64,256,8366146,32.6803,32085.874364678413
WS,F4,SS,1,reuse,32,256,64,512,16557546,32.339,32424.50292216828
WS,F4,SS,1,reuse,32,256,64,1024,32967525,32.1948,32569.73175792364
WS,F4,SS,1,reuse,64,64,64,64,1606264,25.0979,20889.715872642733
WS,F4,SS,1,reuse,64,64,64,128,3078264,24.0489,21800.91397111718
WS,F4,SS,1,reuse,64,64,64,256,6031688,23.5613,22252.08286469762
WS,F4,SS,1,reuse,64,64,64,512,11919684,23.2806,22520.381777101964
WS,F4,SS,1,reuse,64,64,64,1024,23723943,23.1679,22629.931931681334
WS,F4,SS,1,reuse,64,128,64,64,2197263,34.3322,30542.05672808617
WS,F4,SS,1,reuse,64,128,64,128,4245263,33.1661,31615.896955023352
WS,F4,SS,1,reuse,64,128,64,256,8350441,32.6189,32146.271026919978
WS,F4,SS,1,reuse,64,128,64,512,16542197,32.309,32454.61017054072
WS,F4,SS,1,reuse,64,128,64,1024,32952280,32.18,32584.711000621504
WS,F4,SS,1,reuse,64,256,64,64,4245265,66.3323,31615.84929212465
WS,F4,SS,1,reuse,64,256,64,128,8341310,65.1665,32181.442919291356
WS,F4,SS,1,reuse,64,256,64,256,16541971,64.6171,32455.06220489623
WS,F4,SS,1,reuse,64,256,64,512,32926492,64.3096,32610.24792565962
WS,F4,SS,1,reuse,64,256,64,1024,65720123,64.1798,32676.2002997828
WS,F4,SS,1,reuse,128,64,64,64,2647263,41.3635,25350.272583316208
WS,F4,SS,1,reuse,128,64,64,128,5143263,40.1817,26095.859557957978
WS,F4,SS,1,reuse,128,64,64,256,10144932,39.6286,26460.081860070757
WS,F4,SS,1,reuse,128,64,64,512,20127533,39.3116,26673.450075804598
WS,F4,SS,1,reuse,128,64,64,1024,40121713,39.1814,26762.086091870126
WS,F4,SS,1,reuse,128,128,64,64,4245389,66.3342,31614.943724353354
WS,F4,SS,1,reuse,128,128,64,128,8341881,65.1709,32179.270195746874
WS,F4,SS,1,reuse,128,128,64,256,16542809,64.6203,32453.45502883769
WS,F4,SS,1,reuse,128,128,64,512,32926813,64.3102,32609.943679229735
WS,F4,SS,1,reuse,128,128,64,1024,65722924,64.1825,32674.825692361625
WS,F4,SS,1,reuse,128,256,64,64,8335925,130.2488,32202.246776937678
WS,F4,SS,1,reuse,128,256,64,128,16532976,129.1639,32472.726512593686
WS,F4,SS,1,reuse,128,256,64,256,32927026,128.6212,32609.740851430404
WS,F4,SS,1,reuse,128,256,64,512,65695008,128.3106,32688.67887766093
WS,F4,SS,1,reuse,128,256,64,1024,131255714,128.1794,32722.137878629488
WS,F4,TS,1,reuse,32,64,64,64,699888,10.9358,23971.177234404433
WS,F4,TS,1,reuse,32,64,64,128,1275888,9.9679,26298.81920966302
WS,F4,TS,1,reuse,32,64,64,256,2436444,9.5174,27543.656881080966
WS,F4,TS,1,reuse,32,64,64,512,4741753,9.2612,28305.619142227788
WS,F4,TS,1,reuse,32,64,64,1024,9385556,9.1656,28600.8553722615
WS,F4,TS,1,reuse,32,128,64,64,1158265,18.0979,28969.548953193465
WS,F4,TS,1,reuse,32,128,64,128,2182265,17.0489,30752.013326372962
WS,F4,TS,1,reuse,32,128,64,256,4239193,16.5593,31661.241719154794
WS,F4,TS,1,reuse,32,128,64,512,8334844,16.279,32206.40088457522
WS,F4,TS,1,reuse,32,128,64,1024,16554152,16.1662,32431.121723101285
WS,F4,TS,1,reuse,32,256,64,64,2199391,34.3655,30512.461625758395
WS,F4,TS,1,reuse,32,256,64,128,4247391,33.1827,31600.080764976934
WS,F4,TS,1,reuse,32,256,64,256,8352204,32.6258,32139.472442055063
WS,F4,TS,1,reuse,32,256,64,512,16544866,32.3142,32449.387575740697
WS,F4,TS,1,reuse,32,256,64,1024,32955041,32.1827,32581.97727350409
WS,F4,TS,1,reuse,64,64,64,64,1141891,17.842,29385.046519448493
WS,F4,TS,1,reuse,64,64,64,128,2165891,16.921,30984.457183381597
WS,F4,TS,1,reuse,64,64,64,256,4223315,16.4973,31780.2307044183
WS,F4,TS,1,reuse,64,64,64,512,8319314,16.2487,32266.458239736105
WS,F4,TS,1,reuse,64,64,64,1024,16537687,16.1501,32463.452238685833
WS,F4,TS,1,reuse,64,128,64,64,2167391,33.8655,30962.956401057127
WS,F4,TS,1,reuse,64,128,64,128,4215391,32.9327,31839.964533730916
WS,F4,TS,1,reuse,64,128,64,256,8320917,32.5036,32260.303474076718
WS,F4,TS,1,reuse,64,128,64,512,16512871,32.2517,32512.27067100339
WS,F4,TS,1,reuse,64,128,64,1024,32923358,32.1517,32613.392137896288
WS,F4,TS,1,reuse,64,256,64,64,4215391,65.8655,31839.916192847548
WS,F4,TS,1,reuse,64,256,64,128,8311668,64.9349,32296.222832405994
WS,F4,TS,1,reuse,64,256,64,256,16512672,64.5026,32512.673907718447
WS,F4,TS,1,reuse,64,256,64,512,32896866,64.2517,32639.63443768803
WS,F4,TS,1,reuse,64,256,64,1024,65691215,64.1516,32690.564225989685
WS,F4,TS,1,reuse,128,64,64,64,2165389,33.8342,30991.600215166898
WS,F4,TS,1,reuse,128,64,64,128,4213389,32.9171,31855.05406004782
WS,F4,TS,1,reuse,128,64,64,256,8318811,32.4954,32268.444149018018
WS,F4,TS,1,reuse,128,64,64,512,16510813,32.2477,32516.303488310794
WS,F4,TS,1,reuse,128,64,64,1024,32921243,32.1497,32615.420983710577
WS,F4,TS,1,reuse,128,128,64,64,4213017,65.8284,31857.86074095679
WS,F4,TS,1,reuse,128,128,64,128,8309757,64.92,32303.635243376462
WS,F4,TS,1,reuse,128,128,64,256,16509943,64.492,32518.017738634248
WS,F4,TS,1,reuse,128,128,64,512,32893943,64.246,32642.530274258323
WS,F4,TS,1,reuse,128,128,64,1024,65688351,64.1488,32691.991120644503
WS,F4,TS,1,reuse,128,256,64,64,8309883,129.8419,32303.162538440978
WS,F4,TS,1,reuse,128,256,64,128,16501883,128.921,32533.908362485556
WS,F4,TS,1,reuse,128,256,64,256,32894811,128.4954,32641.666549930975
WS,F4,TS,1,reuse,128,256,64,512,65662811,128.2477,32704.711273574496
WS,F4,TS,1,reuse,128,256,64,1024,131225223,128.1496,32729.747108067448
